1,Medium,1,1,Weak Android Infiltrator,Android;Humanoid;Rare;,Bestiary 3 pg. 16
2,Medium,1,1,Weak Ekujae Guardians,Elf;Humanoid;,Pathfinder #146: Cult of Cinders pg. 11
3,Medium,1,1,Elite Farmer,Human;Humanoid;,Gamemastery Guide pg. 222
4,Medium,1,1,Ifrit Pyrochemist,Human;Humanoid;Ifrit;,Bestiary 2 pg. 2002.0
5,Medium,1,1,Boggard Scout,Amphibious;Boggard;Humanoid;,Bestiary pg. 44
6,Medium,1,1,Elite Badger,Animal;,Bestiary 2 pg. 32 2.0
7,Medium,1,1,Elite Thylacine,Animal;Uncommon;,Kingmaker Adventure Path pg. 609
8,Medium,1,1,Weak Giant Flying Squirrel,Animal;,Bestiary 3 pg. 257
9,Medium,1,1,Kressle,Human;Humanoid;Unique;,Kingmaker Adventure Path pg. 170
10,Medium,1,1,Elite Wolf Skeleton,Mindless;Skeleton;Undead;,Book of the Dead pg. 147
11,Medium,1,1,Elite Air Wisp,Air;Elemental;,Bestiary 3 pg. 90
12,Medium,1,1,Weak Strix Kinmate,Humanoid;Strix;Uncommon;,Bestiary 3 pg. 259
13,Medium,1,1,Weak Kolo Harvan,Halfling;Humanoid;Unique;,Pathfinder #145: Hellknight Hill pg. 17
14,Medium,1,1,Naiad,Amphibious;Fey;Nymph;Water;,Bestiary pg. 246
15,Medium,1,1,Weak Cactus Leshy,Leshy;Plant;,Bestiary 3 pg. 160
16,Medium,1,1,Weak Merfolk Wavecaller,Aquatic;Humanoid;Merfolk;,Bestiary pg. 235
17,Medium,1,1,Goblin War Chanter,Goblin;Humanoid;,Bestiary pg. 181
18,Medium,1,1,Weak Giant Trapdoor Spider,Animal;Uncommon;,Kingmaker Adventure Path pg. 56
19,Medium,1,1,Weak Monkey Swarm,Animal;Swarm;,Bestiary 3 pg. 172
20,Medium,1,1,Weak Crocodile,Animal;,Bestiary pg. 67
21,Medium,1,1,Elite Farmer,Human;Humanoid;,Gamemastery Guide pg. 222
22,Medium,1,1,Duergar Bombardier,Duergar;Dwarf;Humanoid;,Bestiary pg. 139
23,Medium,1,1,Elite Pygmy Kaava,Humanoid;,The Mwangi Expanse pg. 300 2.0
24,Medium,1,1,Loblobi,Fey;Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 85
25,Medium,1,1,Weak Boggard Warrior,Amphibious;Boggard;Humanoid;,Bestiary pg. 44
26,Medium,1,1,Weak Pirate,Human;Humanoid;,Gamemastery Guide pg. 242
27,Medium,1,1,Void Zombie,Rare;Undead;,Bestiary 2 pg. 2882.0
28,Medium,1,1,Augur,Fiend;Velstrac;,Bestiary 2 pg. 2802.0 , Pathfinder #147: Tomorrow Must Burn pg. 82
29,Medium,1,1,Weak Shoony Militia Member,Humanoid;Rare;Shoony;,Pathfinder #153: Life's Long Shadows pg. 82
30,Medium,1,1,Weak Crocodile,Animal;,Bestiary pg. 67
31,Hard,1,-1,Severed Head,Mindless;Undead;,Bestiary 3 pg. 30,1,0,Weak Phalanx Of Phalanges,Construct;Mindless;Swarm;Uncommon;,Pathfinder #181: Zombie Feast pg. 83
32,Hard,1,-1,Weak Juvenile Boar,Animal;,Pathfinder #151: The Show Must Go On pg. 20,1,0,Weak Reef Octopus,Animal;Aquatic;,Bestiary 2 pg. 1872.0
33,Hard,1,-1,Weak Whalesteed,Animal;,Travel Guide pg. 99,1,0,Weak Hunting Spider,Animal;,Bestiary pg. 306
34,Hard,1,-1,Weak Whalesteed,Animal;,Travel Guide pg. 99,1,0,Ringhorn Ram,Animal;,Bestiary 3 pg. 212
35,Hard,1,-1,Weak Powderkeg Punk Gunner,Humanoid;Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 39,1,0,Weak Shadern Immolator,Fire;Goblin;Humanoid;Mortic;Rare;,Book of the Dead pg. 126
36,Hard,1,-1,Weak Kangaroo,Animal;,Bestiary 3 pg. 146,1,0,Elite Skunk,Animal;,Bestiary 3 pg. 246
37,Hard,1,-1,Beaver,Animal;,Pathfinder #176: Lost Mammoth Valley pg. 82,1,0,Weak Hunting Spider,Animal;,Bestiary pg. 306
38,Hard,1,-1,Compsognathus,Animal;Dinosaur;,Bestiary 2 pg. 80 2.0,1,0,Weak Rat Swarm,Animal;Swarm;,Bestiary pg. 276
39,Hard,1,-1,Snapping Turtle,Animal;,Bestiary 2 pg. 269 2.0,1,0,Elite Weasel,Animal;,Bestiary 3 pg. 291
40,Hard,1,-1,Unseen Servant,Mindless;,Core Rulebook pg. 380 4.0,1,0,Weak Clockwork Handler,Clockwork;Construct;Mindless;Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 83
41,Hard,1,-1,Goblin Warrior,Goblin;Humanoid;,Bestiary pg. 180,1,0,Weak Goblin Commando,Goblin;Humanoid;,Bestiary pg. 180
42,Hard,1,-1,Silverfish Swarm,Animal;Swarm;Uncommon;,Pathfinder #169: Kindled Magic pg. 84,1,0,Giant Maggot,Animal;,Bestiary 2 pg. 1202.0
43,Hard,1,-1,Teacher,Human;Humanoid;,Gamemastery Guide pg. 240,1,0,Elite Thorn River Bandit,Human;Humanoid;Minion;Uncommon;,Kingmaker Adventure Path pg. -1
44,Hard,1,-1,Weak Lemure,Devil;Fiend;Mindless;,Bestiary pg. 86,1,0,Lemure,Devil;Fiend;Mindless;,Bestiary pg. 86
45,Hard,1,-1,Weak Lemure,Devil;Fiend;Mindless;,Bestiary pg. 86,1,0,Weak Imp,Devil;Fiend;,Bestiary pg. 87
46,Hard,1,-1,Weak Wolf Skeleton,Mindless;Skeleton;Undead;,Book of the Dead pg. 147,1,0,Elite Animated Blades,Construct;Mindless;Uncommon;,Pathfinder #175: Broken Tusk Moon pg. 32
47,Hard,1,-1,Weak Dream Spider,Animal;,Bestiary 2 pg. 249 2.0,1,0,Elite Eagle,Animal;,Bestiary pg. 141
48,Hard,1,-1,Weak Clockwork Hunter,Clockwork;Construct;Mindless;Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 82,1,0,Weak Clockwork Handler,Clockwork;Construct;Mindless;Uncommon;,Pathfinder #178: Punks in a Powderkeg pg. 83
49,Hard,1,-1,Weak Kobold Tunnelrunner,Humanoid;Kobold;Uncommon;,Pathfinder Encounter: Heaving Kobolds pg. 0,1,0,Elite Thorn River Bandit,Human;Humanoid;Minion;Uncommon;,Kingmaker Adventure Path pg. -1
50,Hard,1,-1,Weak Vine Leshy,Leshy;Plant;,Bestiary 3 pg. 160,1,0,Weak Gourd Leshy,Leshy;Plant;,Bestiary pg. 218
51,Hard,1,-1,Follower Of Shumfallow,Fungus;Leshy;Rare;,Pathfinder #178: Punks in a Powderkeg pg. 25,1,0,Elite Follower Of Shumfallow,Fungus;Leshy;Rare;,Pathfinder #178: Punks in a Powderkeg pg. 25
52,Hard,1,-1,Weak Stag Lord Bandit,Human;Humanoid;Uncommon;,Kingmaker Adventure Path pg. 177,1,0,Elite Apprentice,Human;Humanoid;,Gamemastery Guide pg. 244
53,Hard,1,-1,Weak Riding Pony,Animal;,Bestiary pg. 209,1,0,Weak Giant Gecko,Animal;,Bestiary pg. 228
54,Hard,1,-1,Weak Spear Frog,Animal;,Bestiary 2 pg. 121 2.0,1,0,Weak Goblin Dog,Animal;,Bestiary pg. 182
55,Hard,1,-1,Weak Water Wisp,Elemental;Water;,Bestiary 3 pg. 91,1,0,Weak Air Mephit,Air;Elemental;,Bestiary pg. 150
