1,Medium,2,0,Weak Fire Mephit,Elemental;Fire;,Bestiary pg. 151
2,Medium,2,0,Stingray,Animal;Aquatic;,Bestiary 2 pg. 2262.0
3,Medium,2,0,Elite Monkey,Animal;,Bestiary 3 pg. 172
4,Medium,2,0,Elite Skebs,Halfling;Humanoid;,Pathfinder #157: Devil at the Dreaming Palace pg. 8
5,Medium,2,0,Weak Akata,Aberration;Rare;,Bestiary 2 pg. 132.0
6,Medium,2,0,Elite Giant Centipede,Animal;,Bestiary pg. 61
7,Medium,2,0,Elite Harrow Reader,Human;Humanoid;,Gamemastery Guide pg. 228
8,Medium,2,0,Weak Morlock Scavenger,Humanoid;Morlock;,Pathfinder #163: Ruins of Gauntlight pg. 84
9,Medium,2,0,Weak Ostovite,Fiend;,Bestiary 3 pg. 193
10,Medium,2,0,Elite Severed Head,Mindless;Undead;,Bestiary 3 pg. 30
11,Medium,2,0,Weak Velociraptor,Animal;Dinosaur;,Bestiary pg. 96
12,Medium,2,0,Elite Raven,Animal;,Bestiary 2 pg. 221 2.0
13,Medium,2,0,Elite Flash Beetle,Animal;,Bestiary pg. 41
14,Medium,2,0,Weak Drow Fighter,Drow;Elf;Humanoid;,Bestiary pg. 136
15,Medium,2,0,Weak Crooked Coffin Brewer,Human;Humanoid;Uncommon;,Pathfinder #181: Zombie Feast pg. 55
16,Medium,2,0,Weak Lizardfolk Scout,Humanoid;Lizardfolk;,Bestiary pg. 231
17,Medium,2,0,Weak Prisoner,Human;Humanoid;,Gamemastery Guide pg. 215
18,Medium,2,0,Zombie Snake,Mindless;Undead;Zombie;,Book of the Dead pg. 170
19,Medium,2,0,Weak Sunflower Leshy,Leshy;Plant;,Bestiary 2 pg. 1602.0
20,Medium,2,0,Elite Vulture Rat,Animal;,Travel Guide pg. 99
21,Medium,2,0,Weak Electric Eel,Animal;Aquatic;,Bestiary pg. 142
22,Medium,2,0,Weak Giant Gecko,Animal;,Bestiary pg. 228
23,Medium,2,0,Weak Silvanshee,Agathion;Celestial;,Bestiary 3 pg. 10
24,Medium,2,0,Sea Snake,Animal;,Bestiary 2 pg. 245 2.0
25,Medium,2,0,Weak Goblin Commando,Goblin;Humanoid;,Bestiary pg. 180
26,Medium,2,0,Weak Grig,Fey;Sprite;,Bestiary pg. 308
27,Medium,2,0,Torchbearer,Human;Humanoid;,Gamemastery Guide pg. 216
28,Medium,2,0,Weak House Drake,Dragon;,Bestiary 3 pg. 135
29,Medium,2,0,Weak Grig,Fey;Sprite;,Bestiary pg. 308
30,Medium,2,0,Weak Stheno Harpist,Humanoid;Rare;Stheno;,Bestiary 3 pg. 258
31,Hard,1,4,Weak Kereek,Humanoid;Kobold;Unique;,Kingmaker Adventure Path pg. 196
32,Hard,2,1,Vanara Disciple,Humanoid;Uncommon;Vanara;,Bestiary 3 pg. 286
33,Hard,3,-1,Weak Spellskein,Construct;Uncommon;,Pathfinder #169: Kindled Magic pg. 85
34,Hard,1,4,Minotaur,Humanoid;,Bestiary pg. 237
35,Hard,2,1,Nishkiv The Knife,Human;Humanoid;Unique;,Kingmaker Adventure Path pg. 37
36,Hard,3,-1,Weak Stingray,Animal;Aquatic;,Bestiary 2 pg. 2262.0
37,Hard,1,4,Attic Whisperer,Undead;,Bestiary 2 pg. 282.0
38,Hard,2,1,Augur,Fiend;Velstrac;,Bestiary 2 pg. 2802.0 , Pathfinder #147: Tomorrow Must Burn pg. 82
39,Hard,3,-1,Tooth Fairy,Fey;,Bestiary 3 pg. 273
40,Hard,1,4,Weak Malgorzata Niska,Human;Humanoid;Unique;,Kingmaker Adventure Path pg. 197
41,Hard,2,1,Weak Icicle Snake,Cold;Elemental;Water;,Bestiary 2 pg. 1142.0
42,Hard,3,-1,Weak Riding Pony,Animal;,Bestiary pg. 209
43,Hard,1,4,Elite Jurgrindor,Cold;Giant;Humanoid;Unique;,Kingmaker Adventure Path pg. 31
44,Hard,2,1,Festering Gnasher,Undead;,Book of the Dead pg. 74
45,Hard,3,-1,Mitflit,Fey;Gremlin;,Bestiary pg. 192
46,Hard,1,4,Arboreal Warden,Plant;,Bestiary pg. 24
47,Hard,2,1,Dingetooth,Fey;Gremlin;Unique;,Kingmaker Adventure Path pg. 121
48,Hard,3,-1,Weak Spellskein,Construct;Uncommon;,Pathfinder #169: Kindled Magic pg. 85
49,Hard,1,4,Weak Cyclops,Giant;Humanoid;Uncommon;,Bestiary pg. 68
50,Hard,2,1,Nixie,Aquatic;Fey;,Bestiary 2 pg. 1832.0
51,Hard,3,-1,Apprentice,Human;Humanoid;,Gamemastery Guide pg. 244
52,Hard,1,4,Weak Trapdoor Ogre Spider,Animal;Uncommon;,Kingmaker Adventure Path pg. 89
53,Hard,2,1,Hunting Spider,Animal;,Bestiary pg. 306
54,Hard,3,-1,Sprite,Fey;Sprite;,Bestiary pg. 308
55,Hard,1,4,Guide,Human;Humanoid;,Gamemastery Guide pg. 217
56,Hard,2,1,Esipil,Fiend;Sahkil;,Bestiary 3 pg. 218
